model	objective	reaction	flux	status	minimum	maximum
iJR904.xml.gz	obj	R_UREAt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_URIDK2r	-0.499419	optimal	-0.499419	-0.022772
iJR904.xml.gz	obj	R_URIK2	0.476647	optimal	0.0	0.476647
iJR904.xml.gz	obj	R_URIt2_copy1	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_URIt2_copy2	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_USHD	0.007744	optimal	0.007744	0.007744
iJR904.xml.gz	obj	R_VALTA	0.0	optimal	-0.370623	999998.103129
iJR904.xml.gz	obj	R_VALabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_VALt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_VPAMTr	0.370623	optimal	0.0	999998.473752
iJR904.xml.gz	obj	R_X5PL3E	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_XANt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_XANt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_XPPT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_XTSNt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_XYLI1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_XYLI2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_XYLK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_XYLabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_XYLt2	0.0	optimal	0.0	0.0
